Date,Description,Category,Amount
09/30/1917,cap,Daycare,$9581.97
10/02/1929,famzonri,Daycare,$6026.96
05/21/1991,pohih,Daycare,$9453.71
03/27/2052,kavkonlas,Daycare,$5974.73
08/14/1995,velo,Daycare,$6656.85
07/06/1900,ketwi,Daycare,$3007.59
07/30/1925,rebec,Daycare,$5777.48
11/29/1922,lipirku,Daycare,$5941.16
01/19/2038,cogubop,Daycare,$8337.75
11/17/2067,soluhe,Daycare,$386.10
11/14/2003,pimbo,Daycare,$6127.99
10/18/1988,ze,Daycare,$3985.20
10/22/1908,co,Daycare,$8200.38
06/05/1980,waczerli,Daycare,$6931.21
02/02/1963,luvicnen,Daycare,$394.10
01/27/1917,ojatud,Daycare,$7921.55
05/26/1968,kah,Daycare,$5477.98
03/22/2051,cavup,Daycare,$4317.59
09/14/2026,jutregit,Daycare,$2629.75
02/12/1979,sah,Daycare,$5098.96
10/21/1997,etupo,Daycare,$3522.85
02/04/2010,fo,Daycare,$4089.63
02/20/1927,ep,Daycare,$1326.86
07/30/2010,hes,Daycare,$4599.98
09/15/1976,vuwa,Daycare,$6218.17
11/12/1902,cufidal,Daycare,$8736.55
05/18/1969,ek,Daycare,$8644.24
03/15/1974,zigreh,Daycare,$4231.95
08/13/2069,sogfukgu,Daycare,$9852.39
10/24/1967,ri,Daycare,$3963.42
07/12/1921,oge,Daycare,$6526.54
03/16/2063,cowo,Daycare,$7048.63
10/27/2007,wo,Daycare,$4707.30
05/30/1943,vulvirfi,Daycare,$9081.28
11/14/1966,kodaja,Daycare,$8431.55
11/19/1959,re,Daycare,$9404.11
03/06/2017,mob,Daycare,$9929.79
08/26/2000,tociz,Daycare,$9649.10
09/07/2063,zeocuivo,Daycare,$7004.26
07/15/2005,pelzejton,Daycare,$7676.58
02/20/2064,resucru,Daycare,$5937.60
05/01/1985,asi,Daycare,$652.52
04/10/1955,je,Daycare,$5866.50
12/25/2028,to,Daycare,$1885.64
12/16/2028,uluikeeco,Daycare,$8472.23
10/23/1988,ba,Daycare,$3868.16
11/20/2045,fujikze,Daycare,$4198.94
11/10/2011,tutihi,Daycare,$9515.14
10/12/2016,fedirvoc,Daycare,$1407.51
04/28/2030,bap,Daycare,$3939.50
12/11/1936,alo,Daycare,$5661.62
11/17/1988,cic,Daycare,$403.32
07/23/2039,we,Daycare,$3891.30
05/23/1994,wusahun,Daycare,$5875.67
02/08/2028,ka,Daycare,$4621.33
12/07/1959,judigwa,Daycare,$6351.46
05/21/2033,hepravufe,Daycare,$391.83
05/31/1981,guzpehum,Daycare,$1425.88
11/02/2021,fe,Daycare,$2762.44
04/03/1903,abdebe,Daycare,$5573.96
03/19/1903,jaw,Daycare,$2642.51
02/01/1976,dan,Daycare,$2574.69
01/23/1983,ari,Daycare,$9678.15
12/23/1905,ve,Daycare,$178.84
12/12/1951,forwouk,Daycare,$4461.31
08/06/1926,genug,Daycare,$4584.53
08/03/2036,nu,Daycare,$5348.01
10/01/1996,zukcous,Daycare,$1885.49
06/20/2016,puokwe,Daycare,$6907.73
02/22/1964,kogibdiv,Daycare,$1082.24
10/13/1945,ficoc,Daycare,$9101.29
03/31/1983,uvfezwuz,Daycare,$6439.16
06/03/1986,agakukob,Daycare,$4782.83
06/17/1995,funo,Daycare,$8564.99
05/04/1982,pir,Daycare,$3117.58
01/22/1950,ga,Daycare,$8350.52
01/10/1907,esadi,Daycare,$7618.25
07/16/1996,nabni,Daycare,$9766.41
12/31/2021,fezugzud,Daycare,$1186.17
07/06/1908,fottovaz,Daycare,$6138.46
11/23/2058,cek,Daycare,$6553.35
04/10/1951,nike,Daycare,$5020.09
03/14/1989,cevop,Daycare,$7577.10
01/25/2023,puelgut,Daycare,$1178.07
06/07/2009,gobkem,Daycare,$7024.97
06/29/2007,rolliul,Daycare,$8535.32
03/19/2034,wa,Daycare,$1524.86
04/27/2037,jab,Daycare,$9710.20
05/05/2027,batoj,Daycare,$8391.27
12/10/1930,co,Daycare,$1071.29
07/19/1905,figeruk,Daycare,$9969.53
10/05/2043,to,Daycare,$1328.25
02/21/1903,epurat,Daycare,$4309.86
08/02/2003,corgam,Daycare,$5399.42
05/22/2054,juvno,Daycare,$9911.10
09/26/1918,bermiv,Daycare,$4229.88
08/23/1918,kir,Daycare,$9422.02
08/16/1930,ejozi,Daycare,$2274.54
07/16/2036,madpo,Daycare,$5603.55
08/15/2016,minir,Daycare,$8670.64
01/08/1954,operof,Daycare,$2353.22
06/17/1989,sip,Daycare,$3544.42
07/05/1993,hokgufe,Daycare,$3430.40
01/03/1992,ugzeke,Daycare,$4483.78
08/10/1932,pitawu,Daycare,$8676.99
11/13/1998,dareccig,Daycare,$2176.47
08/31/1919,tude,Daycare,$1491.82
05/29/2044,pa,Daycare,$3762.88
11/29/1957,limjor,Daycare,$5050.64
12/08/1985,ajudaci,Daycare,$7522.89
09/21/1917,guv,Daycare,$7032.61
07/20/2045,apcihu,Daycare,$645.07
12/06/1977,tesodboj,Daycare,$7397.58
01/15/2037,udipufoc,Daycare,$2822.56
11/03/1924,zewej,Daycare,$7809.89
07/28/1971,ego,Daycare,$1485.12
09/05/2031,wuz,Daycare,$9009.24
05/28/2029,gechi,Daycare,$1600.26
06/28/2020,gisohtit,Daycare,$9549.23
04/17/1999,tov,Daycare,$177.27
07/19/1997,jibfid,Daycare,$3304.98
02/21/1936,mobzuvbo,Daycare,$1622.51
10/01/1996,ujruzo,Daycare,$754.95
03/22/1956,geg,Daycare,$9722.01
11/20/2026,kuzeda,Daycare,$3854.95
04/15/2065,recuf,Daycare,$92.67
03/08/2045,sumri,Daycare,$4688.60
01/22/1935,zeg,Daycare,$5088.19
05/03/1948,oca,Daycare,$2941.27
08/23/2006,uv,Daycare,$6619.73
04/05/1922,aho,Daycare,$5330.41
05/05/2023,onner,Daycare,$3525.68
09/20/2058,mukokino,Daycare,$9315.77
03/06/2052,peahu,Daycare,$3397.58
08/27/1990,fusus,Daycare,$2966.53
02/17/1971,nicze,Daycare,$8475.28
11/07/1944,gutuj,Daycare,$9743.24
11/10/2052,sa,Daycare,$703.49
04/18/1938,ruwgok,Daycare,$8870.31
01/08/1963,nodfeggos,Daycare,$3584.08
06/18/2034,mezek,Daycare,$6677.37
10/17/2019,pocooki,Daycare,$1923.38
12/07/1915,ku,Daycare,$6674.87
12/26/1967,mige,Daycare,$4602.59
10/30/2037,tulutiame,Daycare,$3000.92
12/26/1939,uwiim,Daycare,$3070.41
11/20/2069,dijib,Daycare,$3372.52
02/27/1968,vep,Daycare,$8052.56
04/11/1900,wedisu,Daycare,$1706.14
07/24/2018,zozefe,Daycare,$6435.14
03/10/2036,zezmo,Daycare,$8246.12
01/21/1962,dij,Daycare,$4328.48
01/18/1943,pehhi,Daycare,$1941.72
12/05/1978,cut,Daycare,$3585.07
08/21/2059,rimseve,Daycare,$9172.24
08/18/2020,ago,Daycare,$188.14
11/30/1989,ko,Daycare,$4631.40
08/21/2018,jofhah,Daycare,$958.47
02/05/1939,he,Daycare,$5251.80
11/29/1918,sajhek,Daycare,$4205.26
07/30/2004,eni,Daycare,$4971.05
07/21/1984,mamit,Daycare,$8276.61
07/07/1977,goele,Daycare,$6000.50
08/20/1952,ocokugaz,Daycare,$7329.06
01/21/1924,ak,Daycare,$430.21
04/27/1929,fovu,Daycare,$6025.88
06/20/1922,so,Daycare,$3792.05
10/20/1950,mir,Daycare,$5230.08
06/05/1984,af,Daycare,$4624.28
04/05/1995,mibuheefo,Daycare,$2403.75
06/17/1915,ropi,Daycare,$7309.65
11/04/1918,va,Daycare,$4243.53
09/13/1901,wamazna,Daycare,$9270.46
07/16/2028,paceh,Daycare,$2424.42
01/07/1948,tace,Daycare,$3400.20
06/25/1990,hobpophat,Daycare,$3332.60
01/11/2015,vid,Daycare,$4062.29
01/14/2030,lidfatob,Daycare,$8997.40
11/19/2030,ronu,Daycare,$3938.72
09/11/1953,tafrazug,Daycare,$3396.41
11/27/1906,todnog,Daycare,$8870.14
12/23/1912,zadu,Daycare,$6632.09
11/19/1921,zavgaz,Daycare,$474.35
05/30/2039,to,Daycare,$599.44
06/13/1940,reg,Daycare,$6269.65
06/28/1991,ivpo,Daycare,$665.49
07/10/1941,oc,Daycare,$8762.32
05/13/1956,ogo,Daycare,$8953.59
04/03/2017,voapubi,Daycare,$4533.99
04/17/1985,erojal,Daycare,$1484.93
01/28/2020,vafmuli,Daycare,$1057.81
10/27/1917,pomaju,Daycare,$2851.16
05/09/2066,ab,Daycare,$7140.50
04/26/2053,dasoroniv,Daycare,$8648.83
09/19/1916,sose,Daycare,$3636.02
02/13/1994,wojig,Daycare,$1453.75
12/10/1975,saive,Daycare,$4438.21
08/04/1905,nu,Daycare,$8133.87
04/20/1986,uzo,Daycare,$5479.15
06/29/1926,nadawew,Daycare,$6771.73
10/24/2018,kebbo,Daycare,$641.26
05/15/2009,noderafef,Daycare,$9189.29
11/05/1918,kirbub,Daycare,$3251.78
09/22/1966,niso,Daycare,$8911.27
06/29/1997,kohmial,Daycare,$9032.27
08/10/1908,kopvadva,Daycare,$5994.27
12/31/1951,ed,Daycare,$5395.11
04/20/1909,uwetig,Daycare,$5300.91
03/11/2011,ir,Daycare,$4482.29
10/10/1981,pozwatus,Daycare,$7948.81
01/24/1996,suni,Daycare,$2877.59
07/25/1943,cehedvat,Daycare,$545.04
05/04/1995,vih,Daycare,$8574.96
01/08/1971,antagev,Daycare,$7656.92
02/12/1967,tovakaw,Daycare,$5780.55
09/10/2034,nealihuv,Daycare,$2227.48
05/10/2032,zem,Daycare,$6803.03
08/21/1992,rin,Daycare,$6073.89
02/15/1906,harose,Daycare,$8323.58
12/06/1988,ov,Daycare,$7735.55
08/04/1992,jod,Daycare,$3264.18
09/22/1946,jipot,Daycare,$4022.90
04/17/1966,dampi,Daycare,$4186.05
06/29/2021,natba,Daycare,$6968.54
07/13/1922,hol,Daycare,$4237.90
07/31/2050,jilbic,Daycare,$2677.91
01/17/1960,jut,Daycare,$9017.70
04/07/1999,poksub,Daycare,$2884.70
09/07/1931,wokekimef,Daycare,$5116.86
11/08/2056,baz,Daycare,$5577.74
01/13/1984,jiguduve,Daycare,$3121.63
11/04/2011,fivgi,Daycare,$3430.77
04/29/1951,lerwad,Daycare,$8170.24
07/23/1901,jewnuv,Daycare,$7550.63
03/18/1910,uwmoko,Daycare,$312.59
04/20/1981,zojzu,Daycare,$4712.53
12/27/2013,ejcofep,Daycare,$4791.70
05/23/1979,roab,Daycare,$3388.54
11/02/1958,ju,Daycare,$8666.32
06/01/2002,cef,Daycare,$2394.64
04/12/2005,jeejejam,Daycare,$6478.25
05/06/2060,kawef,Daycare,$4910.48
08/16/1933,uwbikob,Daycare,$2351.99
09/22/2046,topjub,Daycare,$3443.05
10/16/1967,ciwda,Daycare,$8957.74
05/16/2006,rahohsim,Daycare,$5144.01
05/09/1963,vo,Daycare,$9603.70
08/02/1921,okwo,Daycare,$5647.92
04/29/1963,mavid,Daycare,$9760.96
10/12/2056,te,Daycare,$1322.81
01/31/1970,colsezi,Daycare,$1140.82
11/22/1974,vudo,Daycare,$9389.39
07/05/2046,petena,Daycare,$3870.94
01/13/1901,nihletid,Daycare,$8311.68
09/26/1991,aceik,Daycare,$2770.01
06/02/1989,ijo,Daycare,$2711.94
07/15/1984,eri,Daycare,$7957.53
05/17/1908,eja,Daycare,$3052.80
04/23/2025,vi,Daycare,$9355.53
04/18/1952,ifit,Daycare,$7467.79
05/12/1960,cupoli,Daycare,$6342.47
11/15/1981,omofukfa,Daycare,$5937.96
04/06/1959,pifebe,Daycare,$6287.70
11/13/1979,ivi,Daycare,$45.51
02/16/1931,valsi,Daycare,$9334.68
02/13/1952,kima,Daycare,$5987.71
